Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-03-14;Lituanie;8;0;0;0.00;0.00;100.00
2020-03-14;Sri Lanka;10;0;1;0.00;10.00;90.00
2020-03-14;Liban;93;3;1;3.23;1.08;95.70
2020-03-14;Sainte-Lucie;1;0;0;0.00;0.00;100.00
2020-03-14;Liechtenstein;4;0;0;0.00;0.00;100.00
2020-03-14;Koweït;104;0;5;0.00;4.81;95.19
2020-03-14;Kazakhstan;6;0;0;0.00;0.00;100.00
2020-03-14;Îles Caïmanes;1;0;0;0.00;0.00;100.00
2020-03-14;Corée du Sud;8086;72;510;0.89;6.31;92.80
2020-03-14;Kenya;1;0;0;0.00;0.00;100.00
2020-03-14;Cambodge;7;0;1;0.00;14.29;85.71
2020-03-14;Japon;773;22;118;2.85;15.27;81.89
2020-03-14;Jordanie;1;0;1;0.00;100.00;0.00
2020-03-14;Jamaïque;8;0;0;0.00;0.00;100.00
2020-03-14;Jersey;2;0;0;0.00;0.00;100.00
2020-03-14;Italie;21157;1441;1966;6.81;9.29;83.90
2020-03-14;Islande;156;0;1;0.00;0.64;99.36
2020-03-14;Iraq;110;10;26;9.09;23.64;67.27
2020-03-14;Inde;102;2;4;1.96;3.92;94.12
2020-03-14;Iran;12729;611;2959;4.80;23.25;71.95
2020-03-14;Irlande;129;2;0;1.55;0.00;98.45
2020-03-14;Israël;193;0;4;0.00;2.07;97.93
2020-03-14;Hongrie;30;0;1;0.00;3.33;96.67
2020-03-14;Indonésie;96;5;8;5.21;8.33;86.46
2020-03-14;Honduras;2;0;0;0.00;0.00;100.00
2020-03-14;Croatie;38;0;1;0.00;2.63;97.37
2020-03-14;Guyana;1;1;0;100.00;0.00;0.00
2020-03-14;Hong-Kong;140;4;78;2.86;55.71;41.43
2020-03-14;Guatemala;1;0;0;0.00;0.00;100.00
2020-03-14;Guinée;1;0;0;0.00;0.00;100.00
2020-03-14;Guadeloupe;1;0;0;0.00;0.00;100.00
2020-03-14;Grèce;228;3;8;1.32;3.51;95.18
2020-03-14;Ghana;3;0;0;0.00;0.00;100.00
2020-03-14;Gibraltar;1;0;1;0.00;100.00;0.00
2020-03-14;Géorgie;30;0;0;0.00;0.00;100.00
2020-03-14;Guyane Française;5;0;0;0.00;0.00;100.00
2020-03-14;Guernsey;1;0;0;0.00;0.00;100.00
2020-03-14;France;4477;91;12;2.03;0.27;97.70
2020-03-14;Royaume-Uni;1142;21;18;1.84;1.58;96.58
2020-03-14;Gabon;1;0;0;0.00;0.00;100.00
2020-03-14;Îles Féroé;9;0;0;0.00;0.00;100.00
2020-03-14;Finlande;225;0;1;0.00;0.44;99.56
2020-03-14;Espagne;6391;195;517;3.05;8.09;88.86
2020-03-14;Éthiopie;1;0;0;0.00;0.00;100.00
2020-03-14;Égypte;109;2;27;1.83;24.77;73.39
2020-03-14;Estonie;115;0;0;0.00;0.00;100.00
2020-03-14;Équateur;28;2;0;7.14;0.00;92.86
2020-03-14;Algérie;37;3;12;8.11;32.43;59.46
2020-03-14;Allemagne;4585;9;46;0.20;1.00;98.80
2020-03-14;Danemark;827;1;1;0.12;0.12;99.76
2020-03-14;République Dominicaine;11;0;0;0.00;0.00;100.00
2020-03-14;République Tchèque;189;0;0;0.00;0.00;100.00
2020-03-14;Cuba;4;0;0;0.00;0.00;100.00
2020-03-14;Curaçao;1;0;0;0.00;0.00;100.00
2020-03-14;Chypre;26;0;0;0.00;0.00;100.00
2020-03-14;Costa Rica;26;0;0;0.00;0.00;100.00
2020-03-14;Colombie;22;0;0;0.00;0.00;100.00
2020-03-14;Chine;80827;3189;65572;3.95;81.13;14.93
2020-03-14;Cameroun;2;0;0;0.00;0.00;100.00
2020-03-14;Chili;61;0;0;0.00;0.00;100.00
2020-03-14;Côte d'Ivoire;1;0;0;0.00;0.00;100.00
2020-03-14;Suisse;1359;13;4;0.96;0.29;98.75
2020-03-14;Rép. Dém. du Congo;2;0;0;0.00;0.00;100.00
2020-03-14;Canada;196;1;8;0.51;4.08;95.41
2020-03-14;Bhoutan;1;0;0;0.00;0.00;100.00
2020-03-14;Bélarus;27;0;3;0.00;11.11;88.89
2020-03-14;Brésil;151;0;0;0.00;0.00;100.00
2020-03-14;Bolivie;10;0;0;0.00;0.00;100.00
2020-03-14;Brunéi Darussalam;40;0;0;0.00;0.00;100.00
2020-03-14;Saint Barthélemy;1;0;0;0.00;0.00;100.00
2020-03-14;Bahreïn;210;0;44;0.00;20.95;79.05
2020-03-14;Burkina Faso;2;0;0;0.00;0.00;100.00
2020-03-14;Bulgarie;41;2;0;4.88;0.00;95.12
2020-03-14;Belgique;689;4;1;0.58;0.15;99.27
2020-03-14;Bangladesh;3;0;0;0.00;0.00;100.00
2020-03-14;Azerbaïdjan;15;1;3;6.67;20.00;73.33
2020-03-14;Bosnie-Herzégovine;18;0;0;0.00;0.00;100.00
2020-03-14;Aruba;2;0;0;0.00;0.00;100.00
2020-03-14;Australie;250;3;23;1.20;9.20;89.60
2020-03-14;Autriche;655;1;6;0.15;0.92;98.93
2020-03-14;Argentine;34;2;1;5.88;2.94;91.18
2020-03-14;Arménie;18;0;0;0.00;0.00;100.00
2020-03-14;Albanie;38;1;0;2.63;0.00;97.37
2020-03-14;Afghanistan;11;0;0;0.00;0.00;100.00
2020-03-14;Antigua-et-Barbuda;1;0;0;0.00;0.00;100.00
2020-03-14;Émirats Arabes Unis;85;0;17;0.00;20.00;80.00
2020-03-14;Andorre;1;0;1;0.00;100.00;0.00
2020-03-13;Andorre;1;0;0;0.00;0.00;100.00
2020-03-13;Émirats Arabes Unis;85;0;17;0.00;20.00;80.00
2020-03-13;Antigua-et-Barbuda;1;0;0;0.00;0.00;100.00
2020-03-13;Albanie;33;1;0;3.03;0.00;96.97
2020-03-13;Afghanistan;7;0;0;0.00;0.00;100.00
2020-03-13;Arménie;8;0;0;0.00;0.00;100.00
2020-03-13;Argentine;31;2;0;6.45;0.00;93.55
2020-03-13;Autriche;504;1;6;0.20;1.19;98.61
2020-03-13;Australie;197;41;23;1.50;11.50;87.00
2020-03-13;Aruba;2;0;0;0.00;0.00;100.00
2020-03-13;Azerbaïdjan;15;1;3;6.67;20.00;73.33
2020-03-13;Bosnie-Herzégovine;13;0;0;0.00;0.00;100.00
2020-03-13;Bangladesh;3;0;0;0.00;0.00;100.00
2020-03-13;Bulgarie;23;1;0;4.35;0.00;95.65
2020-03-13;Burkina Faso;2;0;0;0.00;0.00;100.00
2020-03-13;Belgique;559;3;1;0.54;0.18;99.28
2020-03-13;Saint Barthélemy;1;0;0;0.00;0.00;100.00
2020-03-13;Brunéi Darussalam;37;0;0;0.00;0.00;100.00
2020-03-13;Bahreïn;189;0;44;0.00;23.28;76.72
2020-03-13;Bolivie;3;0;0;0.00;0.00;100.00
2020-03-13;Brésil;151;0;0;0.00;0.00;100.00
2020-03-13;Bélarus;27;0;3;0.00;11.11;88.89
2020-03-13;Bhoutan;1;0;0;0.00;0.00;100.00
2020-03-13;Canada;193;1;8;0.52;4.15;95.34
2020-03-13;Rép. Dém. du Congo;2;0;0;0.00;0.00;100.00
2020-03-13;Côte d'Ivoire;1;0;0;0.00;0.00;100.00
2020-03-13;Chili;43;0;0;0.00;0.00;100.00
2020-03-13;Suisse;1139;11;4;0.97;0.35;98.68
2020-03-13;Chine;80801;3176;64109;3.93;79.34;16.73
2020-03-13;Cameroun;2;0;0;0.00;0.00;100.00
2020-03-13;Costa Rica;23;0;0;0.00;0.00;100.00
2020-03-13;Colombie;13;0;0;0.00;0.00;100.00
2020-03-13;Cuba;4;0;0;0.00;0.00;100.00
2020-03-13;Chypre;14;0;0;0.00;0.00;100.00
2020-03-13;République Tchèque;141;0;0;0.00;0.00;100.00
2020-03-13;Danemark;801;0;1;0.00;0.12;99.88
2020-03-13;Allemagne;3675;7;46;0.19;1.25;98.56
2020-03-13;Algérie;26;2;8;7.69;30.77;61.54
2020-03-13;République Dominicaine;5;0;0;0.00;0.00;100.00
2020-03-13;Équateur;17;0;0;0.00;0.00;100.00
2020-03-13;Estonie;79;0;0;0.00;0.00;100.00
2020-03-13;Égypte;80;2;27;2.50;33.75;63.75
2020-03-13;Espagne;5232;133;193;2.54;3.69;93.77
2020-03-13;Finlande;155;0;1;0.00;0.65;99.35
2020-03-13;Éthiopie;1;0;0;0.00;0.00;100.00
2020-03-13;Gabon;1;0;0;0.00;0.00;100.00
2020-03-13;Royaume-Uni;800;8;18;1.00;2.25;96.75
2020-03-13;Îles Féroé;3;0;0;0.00;0.00;100.00
2020-03-13;France;3664;79;12;2.16;0.33;97.52
2020-03-13;Géorgie;25;0;0;0.00;0.00;100.00
2020-03-13;Guyane Française;5;0;0;0.00;0.00;100.00
2020-03-13;Guernsey;1;0;0;0.00;0.00;100.00
2020-03-13;Ghana;2;0;0;0.00;0.00;100.00
2020-03-13;Gibraltar;1;0;1;0.00;100.00;0.00
2020-03-13;Guinée;1;0;0;0.00;0.00;100.00
2020-03-13;Guadeloupe;1;0;0;0.00;0.00;100.00
2020-03-13;Grèce;190;1;0;0.53;0.00;99.47
2020-03-13;Guyana;1;1;0;100.00;0.00;0.00
2020-03-13;Hong-Kong;134;4;77;2.99;57.46;39.55
2020-03-13;Honduras;2;0;0;0.00;0.00;100.00
2020-03-13;Croatie;32;0;1;0.00;3.13;96.88
2020-03-13;Hongrie;19;0;0;0.00;0.00;100.00
2020-03-13;Indonésie;69;4;2;5.80;2.90;91.30
2020-03-13;Irlande;90;1;0;1.11;0.00;98.89
2020-03-13;Israël;161;0;4;0.00;2.48;97.52
2020-03-13;Inde;82;2;4;2.44;4.88;92.68
2020-03-13;Iraq;101;9;24;8.91;23.76;67.33
2020-03-13;Iran;11364;514;2959;4.52;26.04;69.44
2020-03-13;Islande;134;0;1;0.00;0.75;99.25
2020-03-13;Italie;17660;1266;1439;7.17;8.15;84.68
2020-03-13;Jamaïque;8;0;0;0.00;0.00;100.00
2020-03-13;Jordanie;1;0;1;0.00;100.00;0.00
2020-03-13;Japon;701;19;118;2.71;16.83;80.46
2020-03-13;Cambodge;5;0;1;0.00;20.00;80.00
2020-03-13;Kenya;1;0;0;0.00;0.00;100.00
2020-03-13;Corée du Sud;7979;66;510;0.83;6.39;92.78
2020-03-13;Îles Caïmanes;1;0;0;0.00;0.00;100.00
2020-03-13;Kazakhstan;4;0;0;0.00;0.00;100.00
2020-03-13;Koweït;80;0;5;0.00;6.25;93.75
2020-03-13;Liban;77;3;1;3.90;1.30;94.81
2020-03-13;Sri Lanka;6;0;1;0.00;16.67;83.33
2020-03-13;Liechtenstein;1;0;0;0.00;0.00;100.00
2020-03-13;Lituanie;6;0;0;0.00;0.00;100.00
2020-03-13;Luxembourg;34;0;0;0.00;0.00;100.00
2020-03-13;Lettonie;17;0;1;0.00;5.88;94.12
2020-03-13;Maroc;7;1;1;14.29;14.29;71.43
2020-03-13;Monaco;2;0;0;0.00;0.00;100.00
2020-03-13;Moldavie;6;0;0;0.00;0.00;100.00
2020-03-13;Saint Martin;2;0;0;0.00;0.00;100.00
2020-03-13;Macédoine;14;0;1;0.00;7.14;92.86
2020-03-13;Mongolie;1;0;0;0.00;0.00;100.00
2020-03-13;Macao;10;0;10;0.00;100.00;0.00
2020-03-13;Martinique;3;0;0;0.00;0.00;100.00
2020-03-13;Malte;12;0;1;0.00;8.33;91.67
2020-03-13;Mexique;12;0;4;0.00;33.33;66.67
2020-03-13;Maldives;9;0;0;0.00;0.00;100.00
2020-03-13;Nigéria;2;0;0;0.00;0.00;100.00
2020-03-13;Malaisie;197;0;26;0.00;13.20;86.80
2020-03-13;Pays-Bas;804;10;0;1.24;0.00;98.76
2020-03-13;Norvège;996;0;1;0.00;0.10;99.90
2020-03-13;Népal;1;0;1;0.00;100.00;0.00
2020-03-13;Nouvelle-Zélande;5;0;0;0.00;0.00;100.00
2020-03-13;Pérou;28;0;0;0.00;0.00;100.00
2020-03-13;Polynésie Française;1;0;0;0.00;0.00;100.00
2020-03-13;Philippines;64;5;2;7.81;3.13;89.06
2020-03-13;Oman;19;0;9;0.00;47.37;52.63
2020-03-13;Panama;27;1;0;3.70;0.00;96.30
2020-03-13;Pakistan;28;0;2;0.00;7.14;92.86
2020-03-13;Pologne;68;2;0;2.94;0.00;97.06
2020-03-13;Palestine;0;0;0;0.00;0.00;0.00
2020-03-13;Portugal;112;0;1;0.00;0.89;99.11
2020-03-13;Paraguay;6;0;0;0.00;0.00;100.00
2020-03-13;Qatar;320;0;0;0.00;0.00;100.00
2020-03-13;Réunion;5;0;0;0.00;0.00;100.00
2020-03-13;Roumanie;89;0;7;0.00;7.87;92.13
2020-03-13;Serbie;35;0;0;0.00;0.00;100.00
2020-03-13;Fédération de Russie;45;0;3;0.00;6.67;93.33
2020-03-13;Arabie Saoudite;86;0;1;0.00;1.16;98.84
2020-03-13;Soudan;1;1;0;100.00;0.00;0.00
2020-03-13;Suède;814;1;1;0.12;0.12;99.75
2020-03-13;Singapour;200;0;97;0.00;48.50;51.50
2020-03-13;Slovénie;141;0;0;0.00;0.00;100.00
2020-03-13;Slovaquie;32;0;0;0.00;0.00;100.00
2020-03-13;Saint-Marin;80;5;0;6.25;0.00;93.75
2020-03-13;Sénégal;10;0;1;0.00;10.00;90.00
2020-03-13;Togo;1;0;0;0.00;0.00;100.00
2020-03-13;Thaïlande;75;1;35;1.33;46.67;52.00
2020-03-13;Tunisie;16;0;0;0.00;0.00;100.00
2020-03-13;Turquie;5;0;0;0.00;0.00;100.00
2020-03-13;Trinité-et-Tobago;1;0;0;0.00;0.00;100.00
2020-03-13;Taïwan;50;1;20;2.00;40.00;58.00
2020-03-13;Ukraine;3;1;0;33.33;0.00;66.67
2020-03-13;États-Unis;2179;47;12;2.16;0.55;97.29
2020-03-13;Vatican;1;0;0;0.00;0.00;100.00
2020-03-13;Viet Nam;47;0;16;0.00;34.04;65.96
2020-03-13;Autres;696;7;325;1.01;46.70;52.30
2020-03-13;Afrique du Sud;24;0;0;0.00;0.00;100.00
2020-03-12;Afrique du Sud;17;0;0;0.00;0.00;100.00
2020-03-12;Autres;696;7;325;1.01;46.70;52.30
2020-03-12;Vatican;1;0;0;0.00;0.00;100.00
2020-03-12;Viet Nam;39;0;16;0.00;41.03;58.97
2020-03-12;Ukraine;1;0;0;0.00;0.00;100.00
2020-03-12;États-Unis;1663;40;12;2.41;0.72;96.87
2020-03-12;Taïwan;49;1;20;2.04;40.82;57.14
2020-03-12;Turquie;1;0;0;0.00;0.00;100.00
2020-03-12;Tunisie;7;0;0;0.00;0.00;100.00
2020-03-12;Thaïlande;70;1;34;1.43;48.57;50.00
2020-03-12;Togo;1;0;0;0.00;0.00;100.00
2020-03-12;Sénégal;4;0;1;0.00;25.00;75.00
2020-03-12;Saint-Marin;69;3;0;4.35;0.00;95.65
2020-03-12;Slovénie;89;0;0;0.00;0.00;100.00
2020-03-12;Slovaquie;16;0;0;0.00;0.00;100.00
2020-03-12;Suède;599;1;1;0.17;0.17;99.67
2020-03-12;Singapour;187;0;96;0.00;53.93;46.07
2020-03-12;Arabie Saoudite;45;0;1;0.00;2.22;97.78
2020-03-12;Serbie;19;0;0;0.00;0.00;100.00
2020-03-12;Fédération de Russie;28;0;3;0.00;10.71;89.29
2020-03-12;Réunion;1;0;0;0.00;0.00;100.00
2020-03-12;Roumanie;49;0;6;0.00;12.24;87.76
2020-03-12;Paraguay;5;0;0;0.00;0.00;100.00
2020-03-12;Qatar;262;0;0;0.00;0.00;100.00
2020-03-12;Palestine;0;0;0;0.00;0.00;0.00
2020-03-12;Portugal;78;0;1;0.00;0.00;100.00
2020-03-12;Pologne;49;1;0;2.04;0.00;97.96
2020-03-12;Philippines;52;2;2;3.85;3.85;92.31
2020-03-12;Pakistan;20;0;2;0.00;10.00;90.00
2020-03-12;Pérou;15;0;0;0.00;0.00;100.00
2020-03-12;Panama;11;1;0;9.09;0.00;90.91
2020-03-12;Nouvelle-Zélande;5;0;0;0.00;0.00;100.00
2020-03-12;Oman;18;0;9;0.00;50.00;50.00
2020-03-12;Pays-Bas;614;5;2;0.99;0.00;99.01
2020-03-12;Norvège;702;0;1;0.00;0.14;99.86
2020-03-12;Népal;1;0;1;0.00;100.00;0.00
2020-03-12;Nigéria;2;0;0;0.00;0.00;100.00
2020-03-12;Mexique;12;0;4;0.00;33.33;66.67
2020-03-12;Malaisie;149;0;26;0.00;17.45;82.55
2020-03-12;Martinique;3;0;0;0.00;0.00;100.00
2020-03-12;Maldives;8;0;0;0.00;0.00;100.00
2020-03-12;Malte;6;0;0;0.00;0.00;100.00
2020-03-12;Mongolie;1;0;0;0.00;0.00;100.00
2020-03-12;Macao;10;0;10;0.00;100.00;0.00
2020-03-12;Saint Martin;2;0;0;0.00;0.00;100.00
2020-03-12;Macédoine;7;0;0;0.00;0.00;100.00
2020-03-12;Moldavie;3;0;0;0.00;0.00;100.00
2020-03-12;Monaco;2;0;0;0.00;0.00;100.00
2020-03-12;Lettonie;10;0;1;0.00;10.00;90.00
2020-03-12;Maroc;6;1;0;16.67;0.00;83.33
2020-03-12;Lituanie;3;0;0;0.00;0.00;100.00
2020-03-12;Luxembourg;19;0;0;0.00;0.00;100.00
2020-03-12;Sri Lanka;2;0;1;0.00;50.00;50.00
2020-03-12;Liban;61;3;1;4.92;1.64;93.44
2020-03-12;Liechtenstein;1;0;0;0.00;0.00;100.00
2020-03-12;Koweït;80;0;5;0.00;6.25;93.75
2020-03-12;Corée du Sud;7869;66;333;0.84;4.23;94.93
2020-03-12;Cambodge;3;0;1;0.00;33.33;66.67
2020-03-12;Jamaïque;2;0;0;0.00;0.00;100.00
2020-03-12;Jordanie;1;0;0;0.00;0.00;100.00
2020-03-12;Japon;691;19;118;2.50;18.47;79.03
2020-03-12;Islande;103;0;1;0.00;0.97;99.03
2020-03-12;Italie;15113;1016;1258;6.64;8.39;84.98
2020-03-12;Iraq;83;8;24;11.27;21.13;67.61
2020-03-12;Iran;10075;429;2959;4.26;29.37;66.37
2020-03-12;Israël;131;0;4;0.00;3.05;96.95
2020-03-12;Inde;73;1;4;1.37;5.48;93.15
2020-03-12;Indonésie;34;1;2;2.94;5.88;91.18
2020-03-12;Irlande;70;1;0;2.33;0.00;97.67
2020-03-12;Honduras;2;0;0;0.00;0.00;100.00
2020-03-12;Croatie;19;0;0;0.00;0.00;100.00
2020-03-12;Hongrie;13;0;0;0.00;0.00;100.00
2020-03-12;Grèce;117;1;0;1.01;0.00;98.99
2020-03-12;Guyana;1;1;0;100.00;0.00;0.00
2020-03-12;Hong-Kong;129;3;67;2.33;51.94;45.74
2020-03-12;Gibraltar;1;0;1;0.00;100.00;0.00
2020-03-12;Guyane Française;5;0;0;0.00;0.00;100.00
2020-03-12;Royaume-Uni;590;10;18;1.75;3.93;94.32
2020-03-12;Géorgie;24;0;0;0.00;0.00;100.00
2020-03-12;France;2876;61;12;2.10;0.53;97.37
2020-03-12;Finlande;59;0;1;0.00;1.69;98.31
2020-03-12;Îles Féroé;2;0;0;0.00;0.00;100.00
2020-03-12;Espagne;3146;86;189;2.42;8.04;89.55
2020-03-12;Égypte;67;1;27;1.49;40.30;58.21
2020-03-12;Équateur;17;0;0;0.00;0.00;100.00
2020-03-12;Estonie;16;0;0;0.00;0.00;100.00
2020-03-12;Algérie;24;1;8;4.17;33.33;62.50
2020-03-12;République Dominicaine;5;0;0;0.00;0.00;100.00
2020-03-12;Allemagne;2745;6;25;0.14;1.20;98.65
2020-03-12;Danemark;615;0;1;0.00;0.16;99.84
2020-03-12;Chypre;6;0;0;0.00;0.00;100.00
2020-03-12;République Tchèque;94;0;0;0.00;0.00;100.00
2020-03-12;Colombie;9;0;0;0.00;0.00;100.00
2020-03-12;Chine;80793;3169;62824;3.92;77.76;18.32
2020-03-12;Costa Rica;22;0;0;0.00;0.00;100.00
2020-03-12;Cuba;3;0;0;0.00;0.00;100.00
2020-03-12;Chili;23;0;0;0.00;0.00;100.00
2020-03-12;Cameroun;2;0;0;0.00;0.00;100.00
2020-03-12;Côte d'Ivoire;1;0;0;0.00;0.00;100.00
2020-03-12;Suisse;868;7;4;0.61;0.61;98.77
2020-03-12;Canada;117;1;8;0.85;6.84;92.31
2020-03-12;Rép. Dém. du Congo;1;0;0;0.00;0.00;100.00
2020-03-12;Bhoutan;1;0;0;0.00;0.00;100.00
2020-03-12;Bélarus;12;0;3;0.00;25.00;75.00
2020-03-12;Brésil;52;0;0;0.00;0.00;100.00
2020-03-12;Brunéi Darussalam;11;0;0;0.00;0.00;100.00
2020-03-12;Bolivie;2;0;0;0.00;0.00;100.00
2020-03-12;Saint Barthélemy;1;0;0;0.00;0.00;100.00
2020-03-12;Burkina Faso;2;0;0;0.00;0.00;100.00
2020-03-12;Belgique;399;3;1;0.96;0.32;98.73
2020-03-12;Bulgarie;7;1;0;14.29;0.00;85.71
2020-03-12;Bahreïn;197;0;35;0.00;17.95;82.05
2020-03-12;Bangladesh;3;0;0;0.00;0.00;100.00
2020-03-12;Azerbaïdjan;11;0;3;0.00;27.27;72.73
2020-03-12;Bosnie-Herzégovine;11;0;0;0.00;0.00;100.00
2020-03-12;Australie;156;3;26;2.34;16.41;81.25
2020-03-12;Argentine;19;1;0;5.26;0.00;94.74
2020-03-12;Autriche;302;1;4;0.33;1.32;98.34
2020-03-12;Afghanistan;7;0;0;0.00;0.00;100.00
2020-03-12;Albanie;23;1;0;4.35;0.00;95.65
2020-03-12;Arménie;4;0;0;0.00;0.00;100.00
2020-03-12;Andorre;1;0;1;0.00;100.00;0.00
2020-03-12;Émirats Arabes Unis;85;0;17;0.00;20.00;80.00
2020-03-11;Émirats Arabes Unis;74;0;17;0.00;22.97;77.03
2020-03-11;Andorre;1;0;0;0.00;0.00;100.00
2020-03-11;Argentine;19;1;0;5.26;0.00;94.74
2020-03-11;Arménie;1;0;0;0.00;0.00;100.00
2020-03-11;Afghanistan;7;0;0;0.00;0.00;100.00
2020-03-11;Albanie;12;1;0;8.33;0.00;91.67
2020-03-11;Autriche;246;0;4;0.00;1.63;98.37
2020-03-11;Australie;128;3;21;2.34;16.41;81.25
2020-03-11;Azerbaïdjan;11;0;3;0.00;27.27;72.73
2020-03-11;Bosnie-Herzégovine;7;0;0;0.00;0.00;100.00
2020-03-11;Bangladesh;3;0;0;0.00;0.00;100.00
2020-03-11;Belgique;314;3;1;0.96;0.32;98.73
2020-03-11;Bahreïn;195;0;35;0.00;17.95;82.05
2020-03-11;Burkina Faso;2;0;0;0.00;0.00;100.00
2020-03-11;Bulgarie;7;1;0;14.29;0.00;85.71
2020-03-11;Brunéi Darussalam;11;0;0;0.00;0.00;100.00
2020-03-11;Saint Barthélemy;1;0;0;0.00;0.00;100.00
2020-03-11;Brésil;38;0;0;0.00;0.00;100.00
2020-03-11;Bolivie;2;0;0;0.00;0.00;100.00
2020-03-11;Bhoutan;1;0;0;0.00;0.00;100.00
2020-03-11;Bélarus;9;0;3;0.00;33.33;66.67
2020-03-11;Rép. Dém. du Congo;1;0;0;0.00;0.00;100.00
2020-03-11;Canada;108;1;8;0.93;7.41;91.67
2020-03-11;Suisse;652;4;4;0.61;0.61;98.77
2020-03-11;Côte d'Ivoire;1;0;0;0.00;0.00;100.00
2020-03-11;Chili;23;0;0;0.00;0.00;100.00
2020-03-11;Cameroun;2;0;0;0.00;0.00;100.00
2020-03-11;Chine;80785;3158;61569;3.91;76.21;19.88
2020-03-11;Colombie;9;0;0;0.00;0.00;100.00
2020-03-11;Costa Rica;13;0;0;0.00;0.00;100.00
2020-03-11;Chypre;6;0;0;0.00;0.00;100.00
2020-03-11;République Tchèque;91;0;0;0.00;0.00;100.00
2020-03-11;Allemagne;1908;3;25;0.16;1.31;98.53
2020-03-11;Danemark;442;0;1;0.00;0.23;99.77
2020-03-11;République Dominicaine;5;0;0;0.00;0.00;100.00
2020-03-11;Algérie;20;0;0;0.00;0.00;100.00
2020-03-11;Équateur;17;0;0;0.00;0.00;100.00
2020-03-11;Estonie;16;0;0;0.00;0.00;100.00
2020-03-11;Égypte;60;1;27;1.67;45.00;53.33
2020-03-11;Espagne;2277;54;183;2.37;8.04;89.59
2020-03-11;Finlande;59;0;1;0.00;1.69;98.31
2020-03-11;Royaume-Uni;458;8;18;1.75;3.93;94.32
2020-03-11;Îles Féroé;2;0;0;0.00;0.00;100.00
2020-03-11;France;2281;48;12;2.10;0.53;97.37
2020-03-11;Géorgie;24;0;0;0.00;0.00;100.00
2020-03-11;Guyane Française;5;0;0;0.00;0.00;100.00
2020-03-11;Gibraltar;1;0;1;0.00;100.00;0.00
2020-03-11;Grèce;99;1;0;1.01;0.00;98.99
2020-03-11;Hong-Kong;126;3;65;2.38;51.59;46.03
2020-03-11;Honduras;2;0;0;0.00;0.00;100.00
2020-03-11;Croatie;19;0;0;0.00;0.00;100.00
2020-03-11;Indonésie;34;1;2;2.94;5.88;91.18
2020-03-11;Hongrie;13;0;0;0.00;0.00;100.00
2020-03-11;Israël;109;0;4;0.00;3.67;96.33
2020-03-11;Irlande;43;1;0;2.33;0.00;97.67
2020-03-11;Iraq;71;7;15;9.86;21.13;69.01
2020-03-11;Inde;62;1;4;1.61;6.45;91.94
2020-03-11;Islande;85;0;1;0.00;1.18;98.82
2020-03-11;Iran;9000;354;2959;3.93;32.88;63.19
2020-03-11;Italie;12462;827;1045;6.64;8.39;84.98
2020-03-11;Jamaïque;1;0;0;0.00;0.00;100.00
2020-03-11;Jordanie;1;0;0;0.00;0.00;100.00
2020-03-11;Japon;639;15;118;2.35;18.47;79.19
2020-03-11;Cambodge;3;0;1;0.00;33.33;66.67
2020-03-11;Corée du Sud;7755;60;288;0.77;3.71;95.51
2020-03-11;Koweït;72;0;2;0.00;2.78;97.22
2020-03-11;Liban;61;3;1;4.92;1.64;93.44
2020-03-11;Sri Lanka;2;0;1;0.00;50.00;50.00
2020-03-11;Liechtenstein;1;0;0;0.00;0.00;100.00
2020-03-11;Luxembourg;7;0;0;0.00;0.00;100.00
2020-03-11;Lituanie;3;0;0;0.00;0.00;100.00
2020-03-11;Lettonie;10;0;1;0.00;10.00;90.00
2020-03-11;Monaco;1;0;0;0.00;0.00;100.00
2020-03-11;Moldavie;3;0;0;0.00;0.00;100.00
2020-03-11;Maroc;5;1;0;20.00;0.00;80.00
2020-03-11;Saint Martin;2;0;0;0.00;0.00;100.00
2020-03-11;Macédoine;7;0;0;0.00;0.00;100.00
2020-03-11;Macao;10;0;10;0.00;100.00;0.00
2020-03-11;Mongolie;1;0;0;0.00;0.00;100.00
2020-03-11;Malte;6;0;0;0.00;0.00;100.00
2020-03-11;Maldives;8;0;0;0.00;0.00;100.00
2020-03-11;Martinique;3;0;0;0.00;0.00;100.00
2020-03-11;Mexique;8;0;4;0.00;50.00;50.00
2020-03-11;Malaisie;149;0;26;0.00;17.45;82.55
2020-03-11;Norvège;598;0;1;0.00;0.17;99.83
2020-03-11;Nigéria;2;0;0;0.00;0.00;100.00
2020-03-11;Pays-Bas;503;5;0;0.99;0.00;99.01
2020-03-11;Nouvelle-Zélande;5;0;0;0.00;0.00;100.00
2020-03-11;Népal;1;0;1;0.00;100.00;0.00
2020-03-11;Philippines;49;1;2;2.04;4.08;93.88
2020-03-11;Pérou;11;0;0;0.00;0.00;100.00
2020-03-11;Panama;8;1;0;12.50;0.00;87.50
2020-03-11;Oman;18;0;9;0.00;50.00;50.00
2020-03-11;Pakistan;19;0;2;0.00;10.53;89.47
2020-03-11;Palestine;0;0;0;0.00;0.00;0.00
2020-03-11;Pologne;31;0;0;0.00;0.00;100.00
2020-03-11;Portugal;59;0;0;0.00;0.00;100.00
2020-03-11;Paraguay;5;0;0;0.00;0.00;100.00
2020-03-11;Qatar;262;0;0;0.00;0.00;100.00
