Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-03-17;Luxembourg;140;1;0;0.71;0.00;99.29
2020-03-17;Lettonie;49;0;1;0.00;2.04;97.96
2020-03-17;Maroc;38;2;1;5.26;2.63;92.11
2020-03-17;Monaco;7;0;0;0.00;0.00;100.00
2020-03-17;Moldavie;30;0;1;0.00;3.33;96.67
2020-03-17;Saint Martin;2;0;0;0.00;0.00;100.00
2020-03-17;Macédoine;26;0;1;0.00;3.85;96.15
2020-03-17;Macao;12;0;10;0.00;83.33;16.67
2020-03-17;Mongolie;5;0;0;0.00;0.00;100.00
2020-03-17;Martinique;16;1;0;6.25;0.00;93.75
2020-03-17;Mauritanie;1;0;0;0.00;0.00;100.00
2020-03-17;Malte;38;0;2;0.00;5.26;94.74
2020-03-17;Maldives;13;0;0;0.00;0.00;100.00
2020-03-17;Mexique;82;0;4;0.00;4.88;95.12
2020-03-17;Nigéria;3;0;0;0.00;0.00;100.00
2020-03-17;Malaisie;673;2;49;0.30;7.28;92.42
2020-03-17;Namibie;2;0;0;0.00;0.00;100.00
2020-03-17;Pays-Bas;1708;43;2;2.52;0.12;97.37
2020-03-17;Norvège;1463;3;1;0.21;0.07;99.73
2020-03-17;Nouvelle-Zélande;12;0;0;0.00;0.00;100.00
2020-03-17;Népal;1;0;1;0.00;100.00;0.00
2020-03-17;Pérou;117;0;1;0.00;0.85;99.15
2020-03-17;Panama;69;1;0;1.45;0.00;98.55
2020-03-17;Oman;24;0;9;0.00;37.50;62.50
2020-03-17;Philippines;187;12;5;6.42;2.67;90.91
2020-03-17;Pakistan;236;0;2;0.00;0.85;99.15
2020-03-17;Porto Rico;0;0;0;0.00;0.00;0.00
2020-03-17;Pologne;238;5;13;2.10;5.46;92.44
2020-03-17;Palestine;0;0;0;0.00;0.00;0.00
2020-03-17;Paraguay;9;0;0;0.00;0.00;100.00
2020-03-17;Portugal;448;1;3;0.22;0.67;99.11
2020-03-17;Roumanie;184;0;16;0.00;8.70;91.30
2020-03-17;Qatar;439;0;4;0.00;0.91;99.09
2020-03-17;Réunion;9;0;0;0.00;0.00;100.00
2020-03-17;Fédération de Russie;114;0;8;0.00;7.02;92.98
2020-03-17;Serbie;65;0;1;0.00;1.54;98.46
2020-03-17;Rwanda;7;0;0;0.00;0.00;100.00
2020-03-17;Arabie Saoudite;171;0;6;0.00;3.51;96.49
2020-03-17;Seychelles;4;0;0;0.00;0.00;100.00
2020-03-17;Soudan;1;1;0;100.00;0.00;0.00
2020-03-17;Suède;1190;7;1;0.59;0.08;99.33
2020-03-17;Singapour;266;0;114;0.00;42.86;57.14
2020-03-17;Slovaquie;72;0;0;0.00;0.00;100.00
2020-03-17;Slovénie;275;1;0;0.36;0.00;99.64
2020-03-17;Saint-Marin;109;7;4;6.42;3.67;89.91
2020-03-17;Suriname;1;0;0;0.00;0.00;100.00
2020-03-17;Somalie;1;0;0;0.00;0.00;100.00
2020-03-17;Sénégal;26;0;2;0.00;7.69;92.31
2020-03-17;Togo;1;0;0;0.00;0.00;100.00
2020-03-17;Eswatini;1;0;0;0.00;0.00;100.00
2020-03-17;Thaïlande;177;1;41;0.56;23.16;76.27
2020-03-17;Turquie;47;1;0;2.13;0.00;97.87
2020-03-17;Tunisie;24;0;0;0.00;0.00;100.00
2020-03-17;Taïwan;77;1;22;1.30;28.57;70.13
2020-03-17;Trinité-et-Tobago;5;0;0;0.00;0.00;100.00
2020-03-17;Tanzanie;1;0;0;0.00;0.00;100.00
2020-03-17;Ukraine;14;2;0;14.29;0.00;85.71
2020-03-17;Uruguay;29;0;0;0.00;0.00;100.00
2020-03-17;Vatican;1;0;0;0.00;0.00;100.00
2020-03-17;Ouzbékistan;10;0;0;0.00;0.00;100.00
2020-03-17;St-Vincent / Grenadines;1;0;0;0.00;0.00;100.00
2020-03-17;États-Unis;6421;108;17;1.68;0.26;98.05
2020-03-17;Venezuela;33;0;0;0.00;0.00;100.00
2020-03-17;Viet Nam;66;0;16;0.00;24.24;75.76
2020-03-17;Afrique du Sud;62;0;0;0.00;0.00;100.00
2020-03-17;Mayotte;1;0;0;0.00;0.00;100.00
2020-03-17;Kosovo;2;0;0;0.00;0.00;100.00
2020-03-17;Autres;696;7;325;1.01;46.70;52.30
2020-03-16;Autres;696;7;325;1.01;46.70;52.30
2020-03-16;Kosovo;2;0;0;0.00;0.00;100.00
2020-03-16;Mayotte;1;0;0;0.00;0.00;100.00
2020-03-16;Afrique du Sud;62;0;0;0.00;0.00;100.00
2020-03-16;Viet Nam;61;0;16;0.00;26.23;73.77
2020-03-16;États-Unis;4632;85;17;1.84;0.37;97.80
2020-03-16;Uruguay;8;0;0;0.00;0.00;100.00
2020-03-16;St-Vincent / Grenadines;1;0;0;0.00;0.00;100.00
2020-03-16;Venezuela;17;0;0;0.00;0.00;100.00
2020-03-16;Ouzbékistan;6;0;0;0.00;0.00;100.00
2020-03-16;Vatican;1;0;0;0.00;0.00;100.00
2020-03-16;Tanzanie;1;0;0;0.00;0.00;100.00
2020-03-16;Ukraine;7;1;0;14.29;0.00;85.71
2020-03-16;Trinité-et-Tobago;4;0;0;0.00;0.00;100.00
2020-03-16;Turquie;18;0;0;0.00;0.00;100.00
2020-03-16;Taïwan;67;1;20;1.49;29.85;68.66
2020-03-16;Tunisie;20;0;0;0.00;0.00;100.00
2020-03-16;Thaïlande;147;1;35;0.68;23.81;75.51
2020-03-16;Togo;1;0;0;0.00;0.00;100.00
2020-03-16;Eswatini;1;0;0;0.00;0.00;100.00
2020-03-16;Sénégal;24;0;2;0.00;8.33;91.67
2020-03-16;Somalie;1;0;0;0.00;0.00;100.00
2020-03-16;Suriname;1;0;0;0.00;0.00;100.00
2020-03-16;Saint-Marin;109;7;4;6.42;3.67;89.91
2020-03-16;Slovaquie;63;0;0;0.00;0.00;100.00
2020-03-16;Slovénie;253;1;0;0.40;0.00;99.60
2020-03-16;Singapour;243;0;109;0.00;44.86;55.14
2020-03-16;Suède;1103;6;1;0.54;0.09;99.37
2020-03-16;Soudan;1;1;0;100.00;0.00;0.00
2020-03-16;Seychelles;3;0;0;0.00;0.00;100.00
2020-03-16;Arabie Saoudite;118;0;2;0.00;1.69;98.31
2020-03-16;Rwanda;5;0;0;0.00;0.00;100.00
2020-03-16;Serbie;55;0;1;0.00;1.82;98.18
2020-03-16;Fédération de Russie;90;0;8;0.00;8.89;91.11
2020-03-16;Réunion;9;0;0;0.00;0.00;100.00
2020-03-16;Qatar;439;0;4;0.00;0.91;99.09
2020-03-16;Roumanie;158;0;9;0.00;5.70;94.30
2020-03-16;Portugal;331;0;3;0.00;0.91;99.09
2020-03-16;Paraguay;8;0;0;0.00;0.00;100.00
2020-03-16;Pologne;177;4;13;2.26;7.34;90.40
2020-03-16;Porto Rico;3;0;0;0.00;0.00;100.00
2020-03-16;Palestine;0;0;0;0.00;0.00;0.00
2020-03-16;Pakistan;136;0;2;0.00;1.47;98.53
2020-03-16;Philippines;142;12;2;8.45;1.41;90.14
2020-03-16;Oman;22;0;9;0.00;40.91;59.09
2020-03-16;Panama;55;1;0;1.82;0.00;98.18
2020-03-16;Pérou;86;0;0;0.00;0.00;100.00
2020-03-16;Népal;1;0;1;0.00;100.00;0.00
2020-03-16;Nouvelle-Zélande;8;0;0;0.00;0.00;100.00
2020-03-16;Norvège;1333;3;1;0.23;0.08;99.70
2020-03-16;Pays-Bas;1414;24;2;1.70;0.14;98.16
2020-03-16;Nigéria;2;0;0;0.00;0.00;100.00
2020-03-16;Namibie;2;0;0;0.00;0.00;100.00
2020-03-16;Malaisie;566;0;42;0.00;7.42;92.58
2020-03-16;Mexique;53;0;4;0.00;7.55;92.45
2020-03-16;Maldives;13;0;0;0.00;0.00;100.00
2020-03-16;Malte;30;0;2;0.00;6.67;93.33
2020-03-16;Martinique;15;1;0;6.67;0.00;93.33
2020-03-16;Mauritanie;1;0;0;0.00;0.00;100.00
2020-03-16;Mongolie;1;0;0;0.00;0.00;100.00
2020-03-16;Macao;11;0;10;0.00;90.91;9.09
2020-03-16;Macédoine;18;0;1;0.00;5.56;94.44
2020-03-16;Saint Martin;2;0;0;0.00;0.00;100.00
2020-03-16;Moldavie;23;0;0;0.00;0.00;100.00
2020-03-16;Monaco;7;0;0;0.00;0.00;100.00
2020-03-16;Maroc;29;1;1;3.45;3.45;93.10
2020-03-16;Lettonie;34;0;1;0.00;2.94;97.06
2020-03-16;Luxembourg;77;1;0;1.30;0.00;98.70
2020-03-16;Lituanie;17;0;1;0.00;5.88;94.12
2020-03-16;Sri Lanka;28;0;1;0.00;3.57;96.43
2020-03-16;Libéria;1;0;0;0.00;0.00;100.00
2020-03-16;Liechtenstein;4;0;0;0.00;0.00;100.00
2020-03-16;Corée du Sud;8236;75;1137;0.91;13.81;85.28
2020-03-16;Liban;99;3;1;3.03;1.01;95.96
2020-03-16;Sainte-Lucie;2;0;0;0.00;0.00;100.00
2020-03-16;Kazakhstan;10;0;0;0.00;0.00;100.00
2020-03-16;Koweït;123;0;9;0.00;7.32;92.68
2020-03-16;Kenya;3;0;0;0.00;0.00;100.00
2020-03-16;Cambodge;7;0;1;0.00;14.29;85.71
2020-03-16;Japon;825;27;144;3.27;17.45;79.27
2020-03-16;Jordanie;17;0;1;0.00;5.88;94.12
2020-03-16;Jamaïque;10;0;2;0.00;20.00;80.00
2020-03-16;Jersey;2;0;0;0.00;0.00;100.00
2020-03-16;Italie;27980;2158;2749;7.71;9.82;82.46
2020-03-16;Islande;180;0;0;0.00;0.00;100.00
2020-03-16;Iraq;124;10;26;8.06;20.97;70.97
2020-03-16;Inde;119;2;13;1.68;10.92;87.39
2020-03-16;Iran;14991;853;4590;5.69;30.62;63.69
2020-03-16;Israël;255;0;4;0.00;1.57;98.43
2020-03-16;Irlande;169;2;0;1.18;0.00;98.82
2020-03-16;Hongrie;39;1;1;2.56;2.56;94.87
2020-03-16;Indonésie;134;5;8;3.73;5.97;90.30
2020-03-16;Croatie;57;0;2;0.00;3.51;96.49
2020-03-16;Honduras;6;0;0;0.00;0.00;100.00
2020-03-16;Hong-Kong;155;4;84;2.58;54.19;43.23
2020-03-16;Guam;3;0;0;0.00;0.00;100.00
2020-03-16;Guyana;4;1;0;25.00;0.00;75.00
2020-03-16;Guatemala;2;1;0;50.00;0.00;50.00
2020-03-16;Guadeloupe;6;0;0;0.00;0.00;100.00
2020-03-16;Guinée Équatoriale;1;0;0;0.00;0.00;100.00
2020-03-16;Grèce;331;4;8;1.21;2.42;96.37
2020-03-16;Gibraltar;1;0;1;0.00;100.00;0.00
2020-03-16;Groenland;1;0;0;0.00;0.00;100.00
2020-03-16;Guinée;1;0;0;0.00;0.00;100.00
2020-03-16;Ghana;6;0;0;0.00;0.00;100.00
2020-03-16;Guernsey;1;0;0;0.00;0.00;100.00
2020-03-16;Guyane Française;11;0;0;0.00;0.00;100.00
2020-03-16;Géorgie;33;0;1;0.00;3.03;96.97
2020-03-16;Gabon;1;0;0;0.00;0.00;100.00
2020-03-16;France;6645;148;12;2.23;0.18;97.59
2020-03-16;Royaume-Uni;1550;56;20;3.61;1.29;95.10
2020-03-16;Îles Féroé;18;0;0;0.00;0.00;100.00
2020-03-16;Finlande;277;0;10;0.00;3.61;96.39
2020-03-16;Éthiopie;5;0;0;0.00;0.00;100.00
2020-03-16;Espagne;9942;342;530;3.44;5.33;91.23
2020-03-16;Égypte;150;2;27;1.33;18.00;80.67
2020-03-16;Estonie;205;0;1;0.00;0.49;99.51
2020-03-16;Équateur;37;2;0;5.41;0.00;94.59
2020-03-16;Algérie;54;4;12;7.41;22.22;70.37
2020-03-16;République Dominicaine;11;0;0;0.00;0.00;100.00
2020-03-16;Allemagne;7272;17;67;0.23;0.92;98.84
2020-03-16;Danemark;914;3;1;0.33;0.11;99.56
2020-03-16;République Tchèque;298;0;3;0.00;1.01;98.99
2020-03-16;Chypre;33;0;0;0.00;0.00;100.00
2020-03-16;Cuba;4;0;0;0.00;0.00;100.00
2020-03-16;Colombie;54;0;0;0.00;0.00;100.00
2020-03-16;Costa Rica;35;0;0;0.00;0.00;100.00
2020-03-16;Cameroun;4;0;0;0.00;0.00;100.00
2020-03-16;Chine;80867;3213;67816;3.97;83.86;12.17
2020-03-16;Côte d'Ivoire;1;0;0;0.00;0.00;100.00
2020-03-16;Chili;155;0;0;0.00;0.00;100.00
2020-03-16;Congo (Brazzaville);1;0;0;0.00;0.00;100.00
2020-03-16;Suisse;2300;20;4;0.64;0.18;99.18
2020-03-16;Rép. Dém. du Congo;3;0;0;0.00;0.00;100.00
2020-03-16;République Centrafricaine;1;0;0;0.00;0.00;100.00
2020-03-16;Canada;415;4;9;0.96;2.17;96.87
2020-03-16;Bélarus;36;0;3;0.00;8.33;91.67
2020-03-16;Brésil;200;0;1;0.00;0.50;99.50
2020-03-16;Bahamas;1;0;0;0.00;0.00;100.00
2020-03-16;Bhoutan;1;0;0;0.00;0.00;100.00
2020-03-16;Bolivie;11;0;0;0.00;0.00;100.00
2020-03-16;Brunéi Darussalam;54;0;0;0.00;0.00;100.00
2020-03-16;Saint Barthélemy;3;0;0;0.00;0.00;100.00
2020-03-16;Bénin;1;0;0;0.00;0.00;100.00
2020-03-16;Bahreïn;214;1;77;0.47;35.98;63.55
2020-03-16;Burkina Faso;15;0;0;0.00;0.00;100.00
2020-03-16;Bulgarie;52;2;0;3.85;0.00;96.15
2020-03-16;Belgique;1058;5;1;0.47;0.09;99.43
2020-03-16;Bangladesh;8;0;2;0.00;25.00;75.00
2020-03-16;Bosnie-Herzégovine;25;0;0;0.00;0.00;100.00
2020-03-16;Azerbaïdjan;15;1;6;6.67;40.00;53.33
2020-03-16;Australie;377;3;23;0.80;6.10;93.10
2020-03-16;Aruba;2;0;0;0.00;0.00;100.00
2020-03-16;Autriche;1018;3;6;0.29;0.59;99.12
2020-03-16;Argentine;56;2;1;3.57;1.79;94.64
2020-03-16;Arménie;52;0;0;0.00;0.00;100.00
2020-03-16;Albanie;51;1;0;1.96;0.00;98.04
2020-03-16;Afghanistan;21;0;1;0.00;4.76;95.24
2020-03-16;Antigua-et-Barbuda;1;0;0;0.00;0.00;100.00
2020-03-16;Émirats Arabes Unis;98;0;23;0.00;23.47;76.53
2020-03-16;Andorre;2;0;1;0.00;50.00;50.00
2020-03-15;Andorre;1;0;1;0.00;100.00;0.00
2020-03-15;Émirats Arabes Unis;98;0;23;0.00;23.47;76.53
2020-03-15;Antigua-et-Barbuda;1;0;0;0.00;0.00;100.00
2020-03-15;Afghanistan;16;0;0;0.00;0.00;100.00
2020-03-15;Albanie;42;1;0;2.38;0.00;97.62
2020-03-15;Arménie;26;0;0;0.00;0.00;100.00
2020-03-15;Argentine;45;2;1;4.44;2.22;93.33
2020-03-15;Autriche;860;1;6;0.12;0.70;99.19
2020-03-15;Australie;297;3;23;1.01;7.74;91.25
2020-03-15;Aruba;2;0;0;0.00;0.00;100.00
2020-03-15;Bosnie-Herzégovine;24;0;0;0.00;0.00;100.00
2020-03-15;Azerbaïdjan;23;1;6;4.35;26.09;69.57
2020-03-15;Belgique;886;4;1;0.45;0.11;99.44
2020-03-15;Bangladesh;5;0;0;0.00;0.00;100.00
2020-03-15;Bulgarie;51;2;0;3.92;0.00;96.08
2020-03-15;Burkina Faso;3;0;0;0.00;0.00;100.00
2020-03-15;Bahreïn;214;0;60;0.00;28.04;71.96
2020-03-15;Saint Barthélemy;1;0;0;0.00;0.00;100.00
2020-03-15;Brunéi Darussalam;50;0;0;0.00;0.00;100.00
2020-03-15;Bolivie;10;0;0;0.00;0.00;100.00
2020-03-15;Brésil;162;0;0;0.00;0.00;100.00
2020-03-15;Bélarus;27;0;3;0.00;11.11;88.89
2020-03-15;Bhoutan;1;0;0;0.00;0.00;100.00
2020-03-15;Canada;250;1;8;0.40;3.20;96.40
2020-03-15;Rép. Dém. du Congo;2;0;0;0.00;0.00;100.00
2020-03-15;Congo (Brazzaville);1;0;0;0.00;0.00;100.00
2020-03-15;République Centrafricaine;1;0;0;0.00;0.00;100.00
2020-03-15;Suisse;2200;14;4;0.64;0.18;99.18
2020-03-15;Chili;74;0;0;0.00;0.00;100.00
2020-03-15;Chine;80848;3199;66926;3.96;82.78;13.26
2020-03-15;Cameroun;2;0;0;0.00;0.00;100.00
2020-03-15;Côte d'Ivoire;1;0;0;0.00;0.00;100.00
2020-03-15;Costa Rica;27;0;0;0.00;0.00;100.00
2020-03-15;Colombie;34;0;0;0.00;0.00;100.00
2020-03-15;Curaçao;1;0;0;0.00;0.00;100.00
2020-03-15;Cuba;4;0;0;0.00;0.00;100.00
2020-03-15;Chypre;26;0;0;0.00;0.00;100.00
2020-03-15;République Tchèque;253;0;0;0.00;0.00;100.00
2020-03-15;Danemark;864;2;1;0.23;0.12;99.65
2020-03-15;Allemagne;5795;11;46;0.19;0.79;99.02
2020-03-15;République Dominicaine;11;0;0;0.00;0.00;100.00
2020-03-15;Algérie;48;4;12;8.33;25.00;66.67
2020-03-15;Équateur;28;2;0;7.14;0.00;92.86
2020-03-15;Estonie;171;0;1;0.00;0.58;99.42
2020-03-15;Égypte;110;2;21;1.82;19.09;79.09
2020-03-15;Espagne;7798;289;517;3.71;6.63;89.66
2020-03-15;Éthiopie;1;0;0;0.00;0.00;100.00
2020-03-15;Finlande;244;0;10;0.00;4.10;95.90
2020-03-15;Îles Féroé;11;0;0;0.00;0.00;100.00
2020-03-15;Royaume-Uni;1372;35;18;1.84;1.57;96.59
2020-03-15;France;5423;127;12;2.02;0.27;97.72
2020-03-15;Gabon;1;0;0;0.00;0.00;100.00
2020-03-15;Géorgie;33;0;0;0.00;0.00;100.00
2020-03-15;Gibraltar;1;0;1;0.00;100.00;0.00
2020-03-15;Ghana;6;0;0;0.00;0.00;100.00
2020-03-15;Guernsey;1;0;0;0.00;0.00;100.00
2020-03-15;Guinée Équatoriale;1;0;0;0.00;0.00;100.00
2020-03-15;Grèce;331;4;8;1.21;2.42;96.37
2020-03-15;Guadeloupe;3;0;0;0.00;0.00;100.00
2020-03-15;Guinée;1;0;0;0.00;0.00;100.00
2020-03-15;Guatemala;1;0;0;0.00;0.00;100.00
2020-03-15;Hong-Kong;145;4;81;2.76;55.86;41.38
2020-03-15;Guyana;4;1;0;25.00;0.00;75.00
2020-03-15;Honduras;3;0;0;0.00;0.00;100.00
2020-03-15;Croatie;49;0;1;0.00;2.04;97.96
2020-03-15;Indonésie;117;5;8;4.27;6.84;88.89
2020-03-15;Hongrie;32;1;1;3.13;3.13;93.75
2020-03-15;Irlande;129;2;0;1.55;0.00;98.45
2020-03-15;Israël;251;0;4;0.00;1.59;98.41
2020-03-15;Iran;13938;724;4590;5.19;32.93;61.87
2020-03-15;Inde;113;2;13;1.77;11.50;86.73
2020-03-15;Iraq;116;10;26;8.62;22.41;68.97
2020-03-15;Islande;171;5;8;2.92;4.68;92.40
2020-03-15;Italie;24747;1809;2335;7.31;9.44;83.25
2020-03-15;Jamaïque;10;0;0;0.00;0.00;100.00
2020-03-15;Jersey;2;0;0;0.00;0.00;100.00
2020-03-15;Jordanie;8;0;1;0.00;12.50;87.50
2020-03-15;Japon;839;22;118;2.62;14.06;83.31
2020-03-15;Cambodge;7;0;1;0.00;14.29;85.71
2020-03-15;Kenya;3;0;0;0.00;0.00;100.00
2020-03-15;Îles Caïmanes;1;0;0;0.00;0.00;100.00
2020-03-15;Kazakhstan;9;0;0;0.00;0.00;100.00
2020-03-15;Koweït;112;0;5;0.00;4.46;95.54
2020-03-15;Corée du Sud;8162;75;510;0.92;6.25;92.83
2020-03-15;Sainte-Lucie;2;0;0;0.00;0.00;100.00
2020-03-15;Liban;110;3;1;2.73;0.91;96.36
2020-03-15;Liechtenstein;4;0;0;0.00;0.00;100.00
2020-03-15;Sri Lanka;18;0;1;0.00;5.56;94.44
2020-03-15;Lituanie;12;0;1;0.00;8.33;91.67
2020-03-15;Lettonie;30;0;1;0.00;3.33;96.67
2020-03-15;Luxembourg;59;1;0;1.69;0.00;98.31
2020-03-15;Maroc;28;1;1;3.57;3.57;92.86
2020-03-15;Monaco;2;0;0;0.00;0.00;100.00
2020-03-15;Moldavie;23;0;0;0.00;0.00;100.00
2020-03-15;Saint Martin;2;0;0;0.00;0.00;100.00
2020-03-15;Macédoine;14;0;1;0.00;7.14;92.86
2020-03-15;Martinique;9;0;0;0.00;0.00;100.00
2020-03-15;Mongolie;1;0;0;0.00;0.00;100.00
2020-03-15;Macao;10;0;10;0.00;100.00;0.00
2020-03-15;Maldives;13;0;0;0.00;0.00;100.00
2020-03-15;Mauritanie;1;0;0;0.00;0.00;100.00
2020-03-15;Malte;21;0;1;0.00;4.76;95.24
2020-03-15;Mexique;41;0;4;0.00;9.76;90.24
2020-03-15;Namibie;2;0;0;0.00;0.00;100.00
2020-03-15;Nigéria;2;0;0;0.00;0.00;100.00
2020-03-15;Malaisie;428;0;42;0.00;9.81;90.19
2020-03-15;Pays-Bas;1135;20;2;1.76;0.18;98.06
2020-03-15;Norvège;1221;3;1;0.25;0.08;99.67
2020-03-15;Népal;1;0;1;0.00;100.00;0.00
2020-03-15;Nouvelle-Zélande;8;0;0;0.00;0.00;100.00
2020-03-15;Pérou;43;0;0;0.00;0.00;100.00
2020-03-15;Oman;22;0;9;0.00;40.91;59.09
2020-03-15;Panama;43;1;0;2.33;0.00;97.67
2020-03-15;Philippines;140;11;2;7.86;1.43;90.71
2020-03-15;Pakistan;53;0;2;0.00;3.77;96.23
2020-03-15;Pologne;119;3;0;2.52;0.00;97.48
2020-03-15;Palestine;0;0;0;0.00;0.00;0.00
2020-03-15;Portugal;245;0;2;0.00;0.82;99.18
2020-03-15;Paraguay;6;0;0;0.00;0.00;100.00
2020-03-15;Qatar;401;0;4;0.00;1.00;99.00
2020-03-15;Réunion;7;0;0;0.00;0.00;100.00
2020-03-15;Serbie;48;0;0;0.00;0.00;100.00
2020-03-15;Roumanie;131;0;9;0.00;6.87;93.13
2020-03-15;Fédération de Russie;63;0;8;0.00;12.70;87.30
2020-03-15;Rwanda;1;0;0;0.00;0.00;100.00
2020-03-15;Soudan;1;1;0;100.00;0.00;0.00
2020-03-15;Seychelles;2;0;0;0.00;0.00;100.00
2020-03-15;Arabie Saoudite;103;0;1;0.00;0.97;99.03
2020-03-15;Suède;1022;3;1;0.29;0.10;99.61
2020-03-15;Singapour;226;0;105;0.00;46.46;53.54
2020-03-15;Slovénie;219;1;0;0.46;0.00;99.54
2020-03-15;Saint-Marin;101;5;4;4.95;3.96;91.09
2020-03-15;Slovaquie;54;0;0;0.00;0.00;100.00
2020-03-15;Suriname;1;0;0;0.00;0.00;100.00
2020-03-15;Sénégal;24;0;1;0.00;4.17;95.83
2020-03-15;Eswatini;1;0;0;0.00;0.00;100.00
2020-03-15;Togo;1;0;0;0.00;0.00;100.00
2020-03-15;Thaïlande;114;1;35;0.88;30.70;68.42
2020-03-15;Tunisie;18;0;0;0.00;0.00;100.00
2020-03-15;Turquie;6;0;0;0.00;0.00;100.00
2020-03-15;Taïwan;59;1;20;1.69;33.90;64.41
2020-03-15;Trinité-et-Tobago;2;0;0;0.00;0.00;100.00
2020-03-15;Ukraine;3;1;0;33.33;0.00;66.67
2020-03-15;Vatican;1;0;0;0.00;0.00;100.00
2020-03-15;Uruguay;4;0;0;0.00;0.00;100.00
2020-03-15;États-Unis;3499;63;12;1.80;0.34;97.86
2020-03-15;Ouzbékistan;1;0;0;0.00;0.00;100.00
2020-03-15;St-Vincent / Grenadines;1;0;0;0.00;0.00;100.00
2020-03-15;Venezuela;10;0;0;0.00;0.00;100.00
2020-03-15;Viet Nam;56;0;16;0.00;28.57;71.43
2020-03-15;Kosovo;2;0;0;0.00;0.00;100.00
2020-03-15;Afrique du Sud;51;0;0;0.00;0.00;100.00
2020-03-15;Autres;696;7;325;1.01;46.70;52.30
2020-03-14;Autres;696;7;325;1.01;46.70;52.30
2020-03-14;Afrique du Sud;38;0;0;0.00;0.00;100.00
2020-03-14;Venezuela;2;0;0;0.00;0.00;100.00
2020-03-14;Viet Nam;53;0;16;0.00;30.19;69.81
2020-03-14;St-Vincent / Grenadines;1;0;0;0.00;0.00;100.00
2020-03-14;Uruguay;4;0;0;0.00;0.00;100.00
2020-03-14;Vatican;1;0;0;0.00;0.00;100.00
2020-03-14;États-Unis;2726;54;12;1.98;0.44;97.58
2020-03-14;Ukraine;3;1;0;33.33;0.00;66.67
2020-03-14;Trinité-et-Tobago;2;0;0;0.00;0.00;100.00
2020-03-14;Taïwan;53;1;20;1.89;37.74;60.38
2020-03-14;Turquie;5;0;0;0.00;0.00;100.00
2020-03-14;Tunisie;18;0;0;0.00;0.00;100.00
2020-03-14;Thaïlande;82;1;35;1.22;42.68;56.10
2020-03-14;Togo;1;0;0;0.00;0.00;100.00
2020-03-14;Eswatini;1;0;0;0.00;0.00;100.00
2020-03-14;Sénégal;10;0;1;0.00;10.00;90.00
2020-03-14;Suriname;1;0;0;0.00;0.00;100.00
2020-03-14;Slovaquie;44;0;0;0.00;0.00;100.00
2020-03-14;Saint-Marin;80;5;4;6.25;5.00;88.75
2020-03-14;Slovénie;181;1;0;0.55;0.00;99.45
2020-03-14;Singapour;212;0;105;0.00;49.53;50.47
2020-03-14;Suède;961;2;1;0.21;0.10;99.69
2020-03-14;Seychelles;2;0;0;0.00;0.00;100.00
2020-03-14;Soudan;1;1;0;100.00;0.00;0.00
2020-03-14;Rwanda;1;0;0;0.00;0.00;100.00
2020-03-14;Arabie Saoudite;103;0;1;0.00;0.97;99.03
2020-03-14;Fédération de Russie;59;0;8;0.00;13.56;86.44
2020-03-14;Roumanie;123;0;9;0.00;7.32;92.68
2020-03-14;Serbie;46;0;0;0.00;0.00;100.00
2020-03-14;Réunion;6;0;0;0.00;0.00;100.00
2020-03-14;Qatar;337;0;4;0.00;1.19;98.81
2020-03-14;Paraguay;6;0;0;0.00;0.00;100.00
2020-03-14;Portugal;169;0;2;0.00;1.18;98.82
2020-03-14;Palestine;0;0;0;0.00;0.00;0.00
2020-03-14;Pologne;103;3;0;2.91;0.00;97.09
2020-03-14;Pakistan;31;0;2;0.00;6.45;93.55
2020-03-14;Philippines;111;8;2;7.21;1.80;90.99
2020-03-14;Panama;36;1;0;2.78;0.00;97.22
2020-03-14;Oman;19;0;9;0.00;47.37;52.63
2020-03-14;Polynésie Française;1;0;0;0.00;0.00;100.00
2020-03-14;Pérou;38;0;0;0.00;0.00;100.00
2020-03-14;Nouvelle-Zélande;6;0;0;0.00;0.00;100.00
2020-03-14;Népal;1;0;1;0.00;100.00;0.00
2020-03-14;Norvège;1090;3;1;0.28;0.09;99.63
2020-03-14;Pays-Bas;959;12;2;1.25;0.21;98.54
2020-03-14;Malaisie;238;0;35;0.00;14.71;85.29
2020-03-14;Namibie;2;0;0;0.00;0.00;100.00
2020-03-14;Nigéria;2;0;0;0.00;0.00;100.00
2020-03-14;Mexique;26;0;4;0.00;15.38;84.62
2020-03-14;Mauritanie;1;0;0;0.00;0.00;100.00
2020-03-14;Malte;18;0;1;0.00;5.56;94.44
2020-03-14;Martinique;9;0;0;0.00;0.00;100.00
2020-03-14;Maldives;10;0;0;0.00;0.00;100.00
2020-03-14;Macao;10;0;10;0.00;100.00;0.00
2020-03-14;Mongolie;1;0;0;0.00;0.00;100.00
2020-03-14;Macédoine;14;0;1;0.00;7.14;92.86
2020-03-14;Moldavie;12;0;0;0.00;0.00;100.00
2020-03-14;Saint Martin;2;0;0;0.00;0.00;100.00
2020-03-14;Maroc;17;1;1;5.88;5.88;88.24
2020-03-14;Monaco;2;0;0;0.00;0.00;100.00
2020-03-14;Luxembourg;51;1;0;1.96;0.00;98.04
2020-03-14;Lettonie;26;0;1;0.00;3.85;96.15
